ASSET,TYPE,TYPOLOGY,UNIQUE ID,INDEX,PHASE,PRECINCT,PARKING RATIO,PODIUM HEIGHT,TYPICAL FLOOR HEIGHT,PERMANENT SEATING,TEMPORARY SEATING,PUBLIC REALM,LEVEL,RATIO VALUES,PLOT,SUB-PLOT,EFFICIENCY,PARKING FORMULA,RESIDENTIAL POPULATION,AVG UNIT,GFA,TOTAL KEYS,EMPLOYEE RATE,AREA,CUSTOM COUNT,VISITOR RATE,GFA* EMPLOYEE RATE,SEATS*EMPLOYEE RATE,GLA*EMPLOYEE RATE,TOTAL SEATS,BUA,*TOTAL KEYS*EMPLOYEE RATE,NLA,GLA,*CUSTOM COUNT * EMPLOYEE RATE,EMPLOYEE RATE * (GFA*VISITOR RATE),EMPLOYEE TOTALS,GFA*VISITOR RATE,EMPLOYEE TOTAL*VISITOR RATE,RESI RATE * VISITOR RATE,TOTAL KEYS * VISITOR RATE,TOTAL SEATS * VISITOR RATE,GLA * VISITOR RATE,VISITOR TOTALS,*RESIDENTIAL TOTALS,*POPULATION TOTALS,BUILDING FOOTPRINT,PARKING AVAILABLE,QQ_1E_DETAILED RESID POP.TOTAL RESID POPULATION,QQ_1E_DETAILED RESID POP.NEW RESI *RATE,QQ_1E_DETAILED RESID POP.TOTAL RESIDENTIAL UNITS,MERGED TOTAL VISITORS,SUB PLOT AREA,CAPACITY,AVERAGE ROOM UNIT,TOTAL UNITS/KEYS,PARKING REQUIRED,CITY DISTRICT,*DETAILED RESI POPULATION,MERGED SUB-PLOT
RESIDENTIAL,STREET BUILDING,RESB,CC-039-02_B,CC-039-02_B-1264-RESB 4F-RESB,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESB 4F,1.29,CC-039,02,0.82,TOTAL UNITS*1.29,56085,120,1011.2,,0.002,1264,1,0.05,3,,,0,1264,,829.184,1119,,,3,,,2804.25,,0,,0,0,3,0,0,20.20253115,1.010126557,6.967995279,1.010126557,0,0,120,6.967995279,8.98871391,CITY NORTH,20.20253115,CC-039-02
RESIDENTIAL,STREET BUILDING,RESB,CC-039-02_B,CC-039-02_B-1264-RESB 5F-RESB,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESB 5F,1.29,CC-039,02,0.82,TOTAL UNITS*1.29,56085,120,1011.2,,0.002,1264,1,0.05,3,,,0,1264,,829.184,1119,,,3,,,2804.25,,0,,0,0,3,0,0,20.20253115,1.010126557,6.967995279,1.010126557,0,0,120,6.967995279,8.98871391,CITY NORTH,20.20253115,CC-039-02
RESIDENTIAL,STREET BUILDING,RESB,CC-039-02_B,CC-039-02_B-1264-RESB 6F-RESB,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESB 6F,1.29,CC-039,02,0.82,TOTAL UNITS*1.29,56085,120,1011.2,,0.002,1264,1,0.05,3,,,0,1264,,829.184,1119,,,3,,,2804.25,,0,,0,0,3,0,0,20.20253115,1.010126557,6.967995279,1.010126557,0,0,120,6.967995279,8.98871391,CITY NORTH,20.20253115,CC-039-02
RESIDENTIAL,STREET BUILDING,RESB,CC-039-02_B,CC-039-02_B-1264-RESB 7F-RESB,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESB 7F,1.29,CC-039,02,0.82,TOTAL UNITS*1.29,56085,120,1011.2,,0.002,1264,1,0.05,3,,,0,1264,,829.184,1119,,,3,,,2804.25,,0,,0,0,3,0,0,20.20253115,1.010126557,6.967995279,1.010126557,0,0,120,6.967995279,8.98871391,CITY NORTH,20.20253115,CC-039-02
PLAZA,PLAZA X,PLX,CC-039-03_A,CC-039-03_A-3439-GA LEVEL AOD-PLX,5,CITY NORTH PRECINCT 03,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-039,03,0,NO PROVISION,0,0,0,,0,3439,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,3439,0,0,,0,CITY NORTH,,CC-039-03
PLAZA,PLAZA X,PLX,CC-039-04_A,CC-039-04_A-3597-GA LEVEL AOD-PLX,5,CITY NORTH PRECINCT 03,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-039,04,0,NO PROVISION,0,0,0,,0,3597,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,3597,0,0,,0,CITY NORTH,,CC-039-04
PLAZA,PLAZA X,PLX,CC-039-05_A,CC-039-05_A-3736-GA LEVEL AOD-PLX,5,CITY NORTH PRECINCT 03,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-039,05,0,NO PROVISION,0,0,0,,0,3736,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,3736,0,0,,0,CITY NORTH,,CC-039-05
PLAZA,PLAZA X,PLX,CC-039-06_A,CC-039-06_A-3580-GA LEVEL AOD-PLX,5,CITY NORTH PRECINCT 03,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-039,06,0,NO PROVISION,0,0,0,,0,3580,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,3580,0,0,,0,CITY NORTH,,CC-039-06
PARKING,PARKING BASEMENT,PB,CC-040-01_A,CC-040-01_A-6661-GA LEVEL PARKING B2-PB,5,CITY NORTH PRECINCT 03,0,0,0,0,0,No,GA LEVEL PARKING B2,0.02381,CC-040,01,0,NO PROVISION,0,0,0,,0,6661,1,0,,,,0,6661,,0,0,,,0,,,,,0,,0,0,0,0,158.59841,,,,0,0,0,0,,0,CITY NORTH,,CC-040-01
PARKING,PARKING BASEMENT,PB,CC-040-01_A,CC-040-01_A-6661-GA LEVEL PARKING B1-PB,5,CITY NORTH PRECINCT 03,0,0,0,0,0,No,GA LEVEL PARKING B1,0.02381,CC-040,01,0,NO PROVISION,0,0,0,,0,6661,1,0,,,,0,6661,,0,0,,,0,,,,,0,,0,0,0,0,158.59841,,,,0,0,0,0,,0,CITY NORTH,,CC-040-01
PARKING,PARKING PODIUM,PP,CC-040-01_A,CC-040-01_A-2466-GA LEVEL AOD-PP,5,CITY NORTH PRECINCT 03,0,3.25,3.25,0,0,No,GA LEVEL AOD,0.02381,CC-040,01,0,NO PROVISION,0,0,0,,0,2466,1,0,,,,0,2466,,0,0,,,0,,,,,0,,0,0,0,2466,58.71546,,,,0,2466,0,0,,0,CITY NORTH,,CC-040-01
PARKING,PARKING PODIUM,PP,CC-040-01_A,CC-040-01_A-2466-GA LEVEL 1.5-PP,5,CITY NORTH PRECINCT 03,0,3.25,3.25,0,0,No,GA LEVEL 1.5,0.02381,CC-040,01,0,NO PROVISION,0,0,0,,0,2466,1,0,,,,0,2466,,0,0,,,0,,,,,0,,0,0,0,0,58.71546,,,,0,0,0,0,,0,CITY NORTH,,CC-040-01
PLAZA,PLAZA X,PLX,CC-040-01_A,CC-040-01_A-608-GA LEVEL AOD-PLX,5,CITY NORTH PRECINCT 03,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-040,01,0,NO PROVISION,0,0,0,,0,608,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,608,0,0,,0,CITY NORTH,,CC-040-01
PLAZA,PLAZA X,PLX,CC-040-01_A,CC-040-01_A-1702-GA LEVEL AOD-PLX,5,CITY NORTH PRECINCT 03,0,0,0,0,0,Yes,GA LEVEL AOD,0,CC-040,01,0,NO PROVISION,0,0,0,,0,1702,1,0,,,,0,0,,0,0,,,0,,,,,0,,0,0,0,0,0,,,,0,1702,0,0,,0,CITY NORTH,,CC-040-01
RETAIL,PODIUM RETAIL,RETA,CC-040-01_A,CC-040-01_A-799-GA LEVEL AOD-RETA,5,CITY NORTH PRECINCT 03,0,6.5,3.5,0,0,No,GA LEVEL AOD,0.01,CC-040,01,1,NO PROVISION,0,0,799,,0.017,799,1,0.185,14,,,0,799,,799,799,,,14,147.815,,,,0,,148,0,162,799,0,,,,148,799,0,0,,0,CITY NORTH,,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-1123-GA LEVEL AOD-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,GA LEVEL AOD,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,932.09,,0.002,1123,1,0.05,2,,,0,1123,,764.3138,887,,,2,,,2804.25,,0,,0,0,2,1123,0,18.62201074,0.931100537,6.422862658,0.931100537,1123,0,120,6.422862658,8.285492829,CITY NORTH,18.62201074,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-4110-RESA 2F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 2F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,3411.3,,0.002,4110,1,0.05,8,,,0,4110,,2797.266,3245,,,8,,,2804.25,,0,,0,0,8,0,0,68.15357447,3.407678723,23.50664784,3.407678723,0,0,120,23.50664784,30.32357571,CITY NORTH,68.15357447,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-4110-RESA 3F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 3F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,3411.3,,0.002,4110,1,0.05,8,,,0,4110,,2797.266,3245,,,8,,,2804.25,,0,,0,0,8,0,0,68.15357447,3.407678723,23.50664784,3.407678723,0,0,120,23.50664784,30.32357571,CITY NORTH,68.15357447,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-4110-RESA 4F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 4F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,3411.3,,0.002,4110,1,0.05,8,,,0,4110,,2797.266,3245,,,8,,,2804.25,,0,,0,0,8,0,0,68.15357447,3.407678723,23.50664784,3.407678723,0,0,120,23.50664784,30.32357571,CITY NORTH,68.15357447,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-4110-RESA 5F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 5F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,3411.3,,0.002,4110,1,0.05,8,,,0,4110,,2797.266,3245,,,8,,,2804.25,,0,,0,0,8,0,0,68.15357447,3.407678723,23.50664784,3.407678723,0,0,120,23.50664784,30.32357571,CITY NORTH,68.15357447,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-4110-RESA 6F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 6F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,3411.3,,0.002,4110,1,0.05,8,,,0,4110,,2797.266,3245,,,8,,,2804.25,,0,,0,0,8,0,0,68.15357447,3.407678723,23.50664784,3.407678723,0,0,120,23.50664784,30.32357571,CITY NORTH,68.15357447,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-4110-RESA 7F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 7F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,3411.3,,0.002,4110,1,0.05,8,,,0,4110,,2797.266,3245,,,8,,,2804.25,,0,,0,0,8,0,0,68.15357447,3.407678723,23.50664784,3.407678723,0,0,120,23.50664784,30.32357571,CITY NORTH,68.15357447,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 8F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 8F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 9F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 9F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 10F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 10F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 11F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 11F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-GA LEVEL 12-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,GA LEVEL 12,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 13F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 13F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 14F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 14F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 15F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 15F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 16F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 16F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 17F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 17F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 18F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 18F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 19F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 19F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 20F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 20F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 21F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 21F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 22F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 22F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 23F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 23F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 24F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 24F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 25F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 25F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 26F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 26F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 27F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 27F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 28F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 28F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 29F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 29F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 30F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 30F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 31F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 31F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 32F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 32F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 33F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 33F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 34F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 34F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
RESIDENTIAL,TOWER,RESA,CC-040-01_A,CC-040-01_A-576-RESA 35F-RESA,5,CITY NORTH PRECINCT 03,0,6.5,4,0,0,No,RESA 35F,1.29,CC-040,01,0.82,TOTAL UNITS*1.29,56085,120,478.08,,0.002,576,1,0.05,1,,,0,576,,392.0256,455,,,1,,,2804.25,,0,,0,0,1,0,0,9.551449852,0.477572493,3.294362325,0.477572493,0,0,120,3.294362325,4.249727399,CITY NORTH,9.551449852,CC-040-01
HOTEL,MIDSCALE HOTEL 3*,H31MSH,CC-040-02_A,CC-040-02_A-3295-GA LEVEL AOD-H31MSH,5,CITY NORTH PRECINCT 03,0,6.5,3.5,0,0,No,GA LEVEL AOD,0,CC-040,02,0.75,TOTAL KEYS*0.24,0,58,3295,57,0.6,3295,1,1.5,,,,0,3295,34,2471.25,2471,,,34,,,,85.5,0,,86,0,120,3295,0,,,,86,3295,0,58,56.81034483,13.63448276,CITY NORTH,,CC-040-02
HOTEL,MIDSCALE HOTEL 3*,H31MSH,CC-040-02_A,CC-040-02_A-2794-MIDSCALE 1M-H31MSH,5,CITY NORTH PRECINCT 03,0,6.5,3.5,0,0,No,MIDSCALE 1M,0,CC-040,02,0.75,TOTAL KEYS*0.24,0,58,2794,48,0.6,2794,1,1.5,,,,0,2794,29,2095.5,2096,,,29,,,,72,0,,72,0,101,0,0,,,,72,0,0,58,48.17241379,11.56137931,CITY NORTH,,CC-040-02
HOTEL,MIDSCALE HOTEL 3*,H31MSH,CC-040-02_A,CC-040-02_A-2305-MIDSCALE 2F-H31MSH,5,CITY NORTH PRECINCT 03,0,6.5,3.5,0,0,No,MIDSCALE 2F,0,CC-040,02,0.75,TOTAL KEYS*0.24,0,58,2305,40,0.6,2305,1,1.5,,,,0,2305,24,1728.75,1729,,,24,,,,60,0,,60,0,84,0,0,,,,60,0,0,58,39.74137931,9.537931034,CITY NORTH,,CC-040-02
HOTEL,MIDSCALE HOTEL 3*,H31MSH,CC-040-02_A,CC-040-02_A-2305-MIDSCALE 3F-H31MSH,5,CITY NORTH PRECINCT 03,0,6.5,3.5,0,0,No,MIDSCALE 3F,0,CC-040,02,0.75,TOTAL KEYS*0.24,0,58,2305,40,0.6,2305,1,1.5,,,,0,2305,24,1728.75,1729,,,24,,,,60,0,,60,0,84,0,0,,,,60,0,0,58,39.74137931,9.537931034,CITY NORTH,,CC-040-02
HOTEL,MIDSCALE HOTEL 3*,H31MSH,CC-040-02_A,CC-040-02_A-2305-MIDSCALE 4F-H31MSH,5,CITY NORTH PRECINCT 03,0,6.5,3.5,0,0,No,MIDSCALE 4F,0,CC-040,02,0.75,TOTAL KEYS*0.24,0,58,2305,40,0.6,2305,1,1.5,,,,0,2305,24,1728.75,1729,,,24,,,,60,0,,60,0,84,0,0,,,,60,0,0,58,39.74137931,9.537931034,CITY NORTH,,CC-040-02
