RSHP_AD_IdZone,RSHP_AD_IdParcel,RSHP_AD_IdPrecinct,RSHP_AD_IdPlot,RSHP_AD_IdSubplot,RSHP_AD_IdBuilding,RSHP_AD_IdRiverSide,RSHP_AD_IdPhase,RSHP_AD_IdAsset,RSHP_AD_IdType,RSHP_AD_Area,RSHP_AD_Level,RSHP_AD_ArBua,RSHP_AD_ArGfa,RSHP_AD_ArGla,RSHP_AD_PkParking,RSHP_AD_PpEmployee,RSHP_AD_PpResidents,RSHP_AD_PpVisitor,RSHP_AD_PpUnits
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_10,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_09,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_08,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_07,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,1075.95,TT FFL_06,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,958.31,TT FFL_05,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,700.47,TT FFL_04,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,704.02,TT FFL_03,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,852.77,TT FFL_02,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,852.77,TT FFL_01,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,852.77,TT FFL_00 (+5.40),1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,375.59,TT FFL_27,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,746.60,TT FFL_26,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,746.60,TT FFL_25,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,746.60,TT FFL_24,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,746.60,TT FFL_23,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_22,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_21,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_20,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_19,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_18,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_17,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_16,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_15,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_14,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_13,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_12,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_11,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_10,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_09,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_08,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_07,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1075.95,TT FFL_06,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,958.31,TT FFL_05,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,700.47,TT FFL_04,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,704.02,TT FFL_03,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,852.77,TT FFL_02,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,852.77,TT FFL_01,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,852.77,TT FFL_00 (+5.40),1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,746.60,TT FFL_24,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,746.60,TT FFL_23,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,746.60,TT FFL_22,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,746.60,TT FFL_21,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_20,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_19,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_18,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_17,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_16,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_15,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_14,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_13,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_12,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_11,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_10,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_09,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_08,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1128.44,TT FFL_07,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,1075.95,TT FFL_06,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,958.31,TT FFL_05,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,700.47,TT FFL_04,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,704.02,TT FFL_03,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,852.77,TT FFL_01,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,852.77,TT FFL_00 (+5.40),1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,852.77,TT FFL_02,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,852.77,TT FFL_02,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,09,00,A,Southside,01,COMMERCIAL,OFFICE,852.77,TT FFL_02,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_07,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_08,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_09,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_10,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_11,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_12,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_13,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_14,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_15,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_16,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_17,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_18,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_19,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_20,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_21,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,08,00,A,Southside,01,COMMERCIAL,OFFICE,620.32,TT FFL_22,1,0.85,1,0.01,0.05,0,0.1,0
Zone 5,YH090,704,01,00,A,Southside,01,COMMERCIAL,OFFICE,900.00,TT FFL_08,1,0.85,1,0.01,0.05,0,0.1,0
Zone 3,YH090,205,16,00,A,Northside,01,HOTEL,Generic,987.12,TT FFL_04,1,0.75,1,0.24,0.6,0,1.5,90
Zone 3,YH090,205,16,00,A,Northside,01,HOTEL,SERVICED APARTMENTS,987.12,TT FFL_04,1,0.75,1,0.24,0.6,0,1.5,90
Zone 3,YH090,205,16,00,A,Northside,01,HOTEL,SERVICED APARTMENTS,987.12,TT FFL_04,1,0.75,1,0.24,0.6,0,1.5,90
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,370.00,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,832.98,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,66.47,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,102.47,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,128.57,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,83.57,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,173.57,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,102.47,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,102.47,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,174.47,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,174.47,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,2074.43,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,2517.89,TT FFL_02,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,2865.30,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,3281.10,TT FFL_04,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,700.09,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,700.09,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,1963.51,TT FFL_02,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,1963.51,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,1709.71,TT FFL_04,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,1194.81,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,1194.81,TT FFL_04,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,173.57,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,11,00,A,Northside,01,RETAIL,Generic,1270.37,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,1293.46,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,1972.51,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,1293.45,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,1972.51,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,1972.49,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,424.28,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,424.28,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,424.28,TT FFL_02,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,208.28,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,208.28,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,280.02,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,280.02,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,292.28,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,292.28,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,292.28,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,292.28,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,520.28,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,520.28,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,520.28,TT FFL_02,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,292.28,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,292.28,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,856.28,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,856.28,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,856.28,TT FFL_02,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,856.28,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,856.28,TT FFL_04,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,16,00,A,Northside,01,RETAIL,Generic,1293.45,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,1568.16,TT FFL_04,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,1568.16,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,365.65,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,1148.94,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,2235.71,TT FFL_04,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,1907.12,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,1530.77,TT FFL_02,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,128.57,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,40.82,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,83.57,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,40.82,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,83.57,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,102.47,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,128.57,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,57.56,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,79.41,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,164.03,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,105.48,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,44.61,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,1634.80,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,1634.80,TT FFL_02,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,3112.60,TT FFL_04,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,1842.04,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 3,YH090,205,17,00,A,Northside,01,RETAIL,Generic,1842.04,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,614.55,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,1067.04,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,1216.44,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,613.28,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,939.35,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,01,00,A,Northside,01,RETAIL,Generic,966.06,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,01,00,A,Northside,01,RETAIL,Generic,4212.34,TT FFL_02,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,01,00,A,Northside,01,RETAIL,Generic,4212.34,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,01,00,A,Northside,01,RETAIL,Generic,4212.34,TT FFL_04,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,3410.56,TT FFL_02,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,3745.36,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,4249.50,TT FFL_04,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,3075.76,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,01,00,A,Northside,01,RETAIL,Generic,966.06,TT FFL_04,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,939.35,TT FFL_04,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,613.28,TT FFL_04,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,1216.44,TT FFL_04,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,154.67,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,154.67,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,66.47,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,128.57,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,19,00,A,Northside,01,RETAIL,Generic,32.27,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
Zone 1,YH090,205,01,00,A,Northside,01,RETAIL,Generic,154.67,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0
