,RSHP_AD_IdZone,RSHP_AD_IdParcel,RSHP_AD_IdPrecinct,RSHP_AD_IdPlot,RSHP_AD_IdSubplot,RSHP_AD_IdBuilding,RSHP_AD_IdRiverSide,RSHP_AD_IdPhase,RSHP_AD_IdAsset,RSHP_AD_IdType,RSHP_AD_Area,RSHP_AD_Level,RSHP_AD_ArBua,RSHP_AD_ArGfa,RSHP_AD_ArGla,RSHP_AD_PkParking,RSHP_AD_PpEmployee,RSHP_AD_PpResidents,RSHP_AD_PpVisitor,RSHP_AD_PpUnits,Envelope Material
421,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_21,1,0.85,1,0.01,0.05,0,0.1,0,undefined
422,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_20,1,0.85,1,0.01,0.05,0,0.1,0,undefined
423,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_19,1,0.85,1,0.01,0.05,0,0.1,0,undefined
424,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_18,1,0.85,1,0.01,0.05,0,0.1,0,undefined
425,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_17,1,0.85,1,0.01,0.05,0,0.1,0,undefined
426,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_16,1,0.85,1,0.01,0.05,0,0.1,0,undefined
427,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_15,1,0.85,1,0.01,0.05,0,0.1,0,undefined
428,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_14,1,0.85,1,0.01,0.05,0,0.1,0,undefined
429,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_13,1,0.85,1,0.01,0.05,0,0.1,0,undefined
430,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_12,1,0.85,1,0.01,0.05,0,0.1,0,undefined
431,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_11,1,0.85,1,0.01,0.05,0,0.1,0,undefined
432,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_10,1,0.85,1,0.01,0.05,0,0.1,0,undefined
433,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_09,1,0.85,1,0.01,0.05,0,0.1,0,undefined
434,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_08,1,0.85,1,0.01,0.05,0,0.1,0,undefined
435,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1906.76,TT FFL_07,1,0.85,1,0.01,0.05,0,0.1,0,undefined
436,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1903.08,TT FFL_06,1,0.85,1,0.01,0.05,0,0.1,0,undefined
437,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1857.23,TT FFL_05,1,0.85,1,0.01,0.05,0,0.1,0,undefined
438,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1811.37,TT FFL_04,1,0.85,1,0.01,0.05,0,0.1,0,undefined
439,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1629.38,TT FFL_03,1,0.85,1,0.01,0.05,0,0.1,0,undefined
440,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1480.79,TT FFL_02,1,0.85,1,0.01,0.05,0,0.1,0,undefined
441,Zone 5,YH090,704,02,0,A,Southside,1,COMMERCIAL,OFFICE,1450.22,TT FFL_01,1,0.85,1,0.01,0.05,0,0.1,0,undefined
442,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_24,1,0.85,1,0.01,0.05,0,0.1,0,undefined
443,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_23,1,0.85,1,0.01,0.05,0,0.1,0,undefined
444,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_22,1,0.85,1,0.01,0.05,0,0.1,0,undefined
445,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_21,1,0.85,1,0.01,0.05,0,0.1,0,undefined
446,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_20,1,0.85,1,0.01,0.05,0,0.1,0,undefined
447,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_19,1,0.85,1,0.01,0.05,0,0.1,0,undefined
448,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_18,1,0.85,1,0.01,0.05,0,0.1,0,undefined
449,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_17,1,0.85,1,0.01,0.05,0,0.1,0,undefined
450,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_16,1,0.85,1,0.01,0.05,0,0.1,0,undefined
451,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_15,1,0.85,1,0.01,0.05,0,0.1,0,undefined
452,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_14,1,0.85,1,0.01,0.05,0,0.1,0,undefined
453,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_13,1,0.85,1,0.01,0.05,0,0.1,0,undefined
454,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_12,1,0.85,1,0.01,0.05,0,0.1,0,undefined
455,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_11,1,0.85,1,0.01,0.05,0,0.1,0,undefined
456,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_10,1,0.85,1,0.01,0.05,0,0.1,0,undefined
457,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_09,1,0.85,1,0.01,0.05,0,0.1,0,undefined
458,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_08,1,0.85,1,0.01,0.05,0,0.1,0,undefined
459,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_07,1,0.85,1,0.01,0.05,0,0.1,0,undefined
460,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1075.95,TT FFL_06,1,0.85,1,0.01,0.05,0,0.1,0,undefined
461,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,958.31,TT FFL_05,1,0.85,1,0.01,0.05,0,0.1,0,undefined
462,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,700.47,TT FFL_04,1,0.85,1,0.01,0.05,0,0.1,0,undefined
463,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,704.02,TT FFL_03,1,0.85,1,0.01,0.05,0,0.1,0,undefined
464,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,852.77,TT FFL_02,1,0.85,1,0.01,0.05,0,0.1,0,undefined
465,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,852.77,TT FFL_01,1,0.85,1,0.01,0.05,0,0.1,0,undefined
466,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,852.77,TT FFL_00 (+5.40),1,0.85,1,0.01,0.05,0,0.1,0,undefined
467,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,375.59,TT FFL_27,1,0.85,1,0.01,0.05,0,0.1,0,undefined
468,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_26,1,0.85,1,0.01,0.05,0,0.1,0,undefined
469,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_25,1,0.85,1,0.01,0.05,0,0.1,0,undefined
470,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_24,1,0.85,1,0.01,0.05,0,0.1,0,undefined
471,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_23,1,0.85,1,0.01,0.05,0,0.1,0,undefined
472,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_22,1,0.85,1,0.01,0.05,0,0.1,0,undefined
473,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_21,1,0.85,1,0.01,0.05,0,0.1,0,undefined
474,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_20,1,0.85,1,0.01,0.05,0,0.1,0,undefined
475,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_19,1,0.85,1,0.01,0.05,0,0.1,0,undefined
476,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_18,1,0.85,1,0.01,0.05,0,0.1,0,undefined
477,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_17,1,0.85,1,0.01,0.05,0,0.1,0,undefined
478,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_16,1,0.85,1,0.01,0.05,0,0.1,0,undefined
479,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_15,1,0.85,1,0.01,0.05,0,0.1,0,undefined
480,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_14,1,0.85,1,0.01,0.05,0,0.1,0,undefined
481,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_13,1,0.85,1,0.01,0.05,0,0.1,0,undefined
482,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_12,1,0.85,1,0.01,0.05,0,0.1,0,undefined
483,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_11,1,0.85,1,0.01,0.05,0,0.1,0,undefined
484,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_10,1,0.85,1,0.01,0.05,0,0.1,0,undefined
485,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_09,1,0.85,1,0.01,0.05,0,0.1,0,undefined
486,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_08,1,0.85,1,0.01,0.05,0,0.1,0,undefined
487,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_07,1,0.85,1,0.01,0.05,0,0.1,0,undefined
488,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,1075.95,TT FFL_06,1,0.85,1,0.01,0.05,0,0.1,0,undefined
489,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,958.31,TT FFL_05,1,0.85,1,0.01,0.05,0,0.1,0,undefined
490,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,700.47,TT FFL_04,1,0.85,1,0.01,0.05,0,0.1,0,undefined
491,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,704.02,TT FFL_03,1,0.85,1,0.01,0.05,0,0.1,0,undefined
492,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,852.77,TT FFL_02,1,0.85,1,0.01,0.05,0,0.1,0,undefined
493,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,852.77,TT FFL_01,1,0.85,1,0.01,0.05,0,0.1,0,undefined
494,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,852.77,TT FFL_00 (+5.40),1,0.85,1,0.01,0.05,0,0.1,0,undefined
495,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,375.59,TT FFL_27,1,0.85,1,0.01,0.05,0,0.1,0,undefined
496,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_26,1,0.85,1,0.01,0.05,0,0.1,0,undefined
497,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_25,1,0.85,1,0.01,0.05,0,0.1,0,undefined
498,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_24,1,0.85,1,0.01,0.05,0,0.1,0,undefined
499,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_23,1,0.85,1,0.01,0.05,0,0.1,0,undefined
500,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_22,1,0.85,1,0.01,0.05,0,0.1,0,undefined
501,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_21,1,0.85,1,0.01,0.05,0,0.1,0,undefined
502,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_20,1,0.85,1,0.01,0.05,0,0.1,0,undefined
503,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_19,1,0.85,1,0.01,0.05,0,0.1,0,undefined
504,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_18,1,0.85,1,0.01,0.05,0,0.1,0,undefined
505,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_17,1,0.85,1,0.01,0.05,0,0.1,0,undefined
506,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_16,1,0.85,1,0.01,0.05,0,0.1,0,undefined
507,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_15,1,0.85,1,0.01,0.05,0,0.1,0,undefined
508,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_14,1,0.85,1,0.01,0.05,0,0.1,0,undefined
509,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_13,1,0.85,1,0.01,0.05,0,0.1,0,undefined
510,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_12,1,0.85,1,0.01,0.05,0,0.1,0,undefined
511,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_11,1,0.85,1,0.01,0.05,0,0.1,0,undefined
512,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_10,1,0.85,1,0.01,0.05,0,0.1,0,undefined
513,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_09,1,0.85,1,0.01,0.05,0,0.1,0,undefined
514,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_08,1,0.85,1,0.01,0.05,0,0.1,0,undefined
515,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_07,1,0.85,1,0.01,0.05,0,0.1,0,undefined
516,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1075.95,TT FFL_06,1,0.85,1,0.01,0.05,0,0.1,0,undefined
517,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,958.31,TT FFL_05,1,0.85,1,0.01,0.05,0,0.1,0,undefined
518,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,700.47,TT FFL_04,1,0.85,1,0.01,0.05,0,0.1,0,undefined
519,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,704.02,TT FFL_03,1,0.85,1,0.01,0.05,0,0.1,0,undefined
520,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,852.77,TT FFL_02,1,0.85,1,0.01,0.05,0,0.1,0,undefined
521,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,852.77,TT FFL_01,1,0.85,1,0.01,0.05,0,0.1,0,undefined
522,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,852.77,TT FFL_00 (+5.40),1,0.85,1,0.01,0.05,0,0.1,0,undefined
523,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_24,1,0.85,1,0.01,0.05,0,0.1,0,undefined
524,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_23,1,0.85,1,0.01,0.05,0,0.1,0,undefined
525,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_22,1,0.85,1,0.01,0.05,0,0.1,0,undefined
526,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,746.6,TT FFL_21,1,0.85,1,0.01,0.05,0,0.1,0,undefined
527,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_20,1,0.85,1,0.01,0.05,0,0.1,0,undefined
528,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_19,1,0.85,1,0.01,0.05,0,0.1,0,undefined
529,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_18,1,0.85,1,0.01,0.05,0,0.1,0,undefined
530,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_17,1,0.85,1,0.01,0.05,0,0.1,0,undefined
531,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_16,1,0.85,1,0.01,0.05,0,0.1,0,undefined
532,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_15,1,0.85,1,0.01,0.05,0,0.1,0,undefined
533,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_14,1,0.85,1,0.01,0.05,0,0.1,0,undefined
534,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_13,1,0.85,1,0.01,0.05,0,0.1,0,undefined
535,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_12,1,0.85,1,0.01,0.05,0,0.1,0,undefined
536,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_11,1,0.85,1,0.01,0.05,0,0.1,0,undefined
537,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_10,1,0.85,1,0.01,0.05,0,0.1,0,undefined
538,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_09,1,0.85,1,0.01,0.05,0,0.1,0,undefined
539,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_08,1,0.85,1,0.01,0.05,0,0.1,0,undefined
540,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1128.44,TT FFL_07,1,0.85,1,0.01,0.05,0,0.1,0,undefined
541,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,1075.95,TT FFL_06,1,0.85,1,0.01,0.05,0,0.1,0,undefined
542,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,958.31,TT FFL_05,1,0.85,1,0.01,0.05,0,0.1,0,undefined
543,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,700.47,TT FFL_04,1,0.85,1,0.01,0.05,0,0.1,0,undefined
544,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,704.02,TT FFL_03,1,0.85,1,0.01,0.05,0,0.1,0,undefined
545,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,852.77,TT FFL_01,1,0.85,1,0.01,0.05,0,0.1,0,undefined
546,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,852.77,TT FFL_00 (+5.40),1,0.85,1,0.01,0.05,0,0.1,0,undefined
547,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,852.77,TT FFL_02,1,0.85,1,0.01,0.05,0,0.1,0,undefined
548,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,852.77,TT FFL_02,1,0.85,1,0.01,0.05,0,0.1,0,undefined
549,Zone 5,YH090,704,09,0,A,Southside,1,COMMERCIAL,OFFICE,852.77,TT FFL_02,1,0.85,1,0.01,0.05,0,0.1,0,undefined
550,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_07,1,0.85,1,0.01,0.05,0,0.1,0,undefined
551,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_08,1,0.85,1,0.01,0.05,0,0.1,0,undefined
552,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_09,1,0.85,1,0.01,0.05,0,0.1,0,undefined
553,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_10,1,0.85,1,0.01,0.05,0,0.1,0,undefined
554,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_11,1,0.85,1,0.01,0.05,0,0.1,0,undefined
555,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_12,1,0.85,1,0.01,0.05,0,0.1,0,undefined
556,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_13,1,0.85,1,0.01,0.05,0,0.1,0,undefined
557,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_14,1,0.85,1,0.01,0.05,0,0.1,0,undefined
558,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_15,1,0.85,1,0.01,0.05,0,0.1,0,undefined
559,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_16,1,0.85,1,0.01,0.05,0,0.1,0,undefined
560,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_17,1,0.85,1,0.01,0.05,0,0.1,0,undefined
561,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_18,1,0.85,1,0.01,0.05,0,0.1,0,undefined
562,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_19,1,0.85,1,0.01,0.05,0,0.1,0,undefined
563,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_20,1,0.85,1,0.01,0.05,0,0.1,0,undefined
564,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_21,1,0.85,1,0.01,0.05,0,0.1,0,undefined
565,Zone 5,YH090,704,08,0,A,Southside,1,COMMERCIAL,OFFICE,620.32,TT FFL_22,1,0.85,1,0.01,0.05,0,0.1,0,undefined
566,Zone 5,YH090,704,01,0,A,Southside,1,COMMERCIAL,OFFICE,900.0,TT FFL_08,1,0.85,1,0.01,0.05,0,0.1,0,undefined
567,Zone 3,YH090,205,16,0,A,Northside,1,HOTEL,Generic,987.12,TT FFL_04,1,0.75,1,0.24,0.6,0,1.5,90,aluminium/steel
568,Zone 3,YH090,205,16,0,A,Northside,1,HOTEL,SERVICED APARTMENTS,987.12,TT FFL_04,1,0.75,1,0.24,0.6,0,1.5,90,aluminium/steel
569,Zone 3,YH090,205,16,0,A,Northside,1,HOTEL,SERVICED APARTMENTS,987.12,TT FFL_04,1,0.75,1,0.24,0.6,0,1.5,90,aluminium/steel
570,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,370.0,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0,undefined
571,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,832.98,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0,undefined
572,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,66.47,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0,undefined
573,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,102.47,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0,undefined
574,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,128.57,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0,undefined
575,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,83.57,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0,undefined
576,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,173.57,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0,undefined
577,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,102.47,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0,undefined
578,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,102.47,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0,undefined
579,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,174.47,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0,undefined
580,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,174.47,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0,undefined
581,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,2074.43,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0,undefined
582,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,2517.89,TT FFL_02,1,0.75,1,0.01,0.017,0,0.185,0,undefined
583,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,2865.3,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0,undefined
584,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,3281.1,TT FFL_04,1,0.75,1,0.01,0.017,0,0.185,0,undefined
585,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,700.09,TT FFL_01,1,0.75,1,0.01,0.017,0,0.185,0,undefined
586,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,700.09,TT FFL_00 (+5.40),1,0.75,1,0.01,0.017,0,0.185,0,undefined
587,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,1963.51,TT FFL_02,1,0.75,1,0.01,0.017,0,0.185,0,undefined
588,Zone 3,YH090,205,11,0,A,Northside,1,RETAIL,Generic,1963.51,TT FFL_03,1,0.75,1,0.01,0.017,0,0.185,0,undefined
