ID,Typology,Area,Plot,Building,Colour
e0f6fd72-36d0-442a-98c3-80be9095fc9b,Hotel,1878.383031,YH090703-03, ,#FFEDFF
43ce7176-b03f-41f9-873f-f1d8a8147aee,Hotel,1878.383031,YH090703-03, ,#FFEDFF
380fe57a-7d2b-47bc-8fad-a9bdfd4d34d2,Hotel,1878.383031,YH090703-03, ,#FFEDFF
0761ba73-d807-4c60-a27e-e3869fb1d2d0,Hotel,1878.383031,YH090703-03, ,#FFEDFF
9ac15787-6da9-434c-8330-2d9670066e1c,Hotel,802.011372,YH090703-07,Tower 01,#FFEDFF
45ee3453-f164-49dc-a728-f93d6c464365,Hotel,1641.032498,YH090703-06, ,#FFEDFF
80ae44fc-9613-42d9-a98c-9a6fa829b4d6,Hotel,1641.032498,YH090703-06, ,#FFEDFF
06043a93-3f4e-4415-81b4-b53f6c2faf4d,Hotel,1641.032498,YH090703-06, ,#FFEDFF
529b0502-cf67-4638-a51d-64732e999d0e,Hotel,1641.032498,YH090703-06, ,#FFEDFF
dc514877-6caf-44ca-a726-51991d596e08,Hotel,1641.032498,YH090703-06, ,#FFEDFF
40b4ad64-d6a2-4454-9941-845c385bcd20,Hotel,1641.032498,YH090703-06, ,#FFEDFF
6b32fb6d-937b-4417-b959-9b40c99dd00c,Hotel,1641.032498,YH090703-06, ,#FFEDFF
3bcfe007-66fc-441a-888c-f1131e173a09,Hotel,1641.032498,YH090703-06, ,#FFEDFF
33c81343-ba8a-4cc9-8088-7177d1f3af06,Hotel,1641.032498,YH090703-06, ,#FFEDFF
e92863b0-3a39-45a6-8872-93324874ffda,Hotel,1641.032498,YH090703-06, ,#FFEDFF
024c10ad-6d15-4a0f-954c-bdd993e74b0a,Hotel,1641.032498,YH090703-06, ,#FFEDFF
e424815b-a7e9-4779-a9b9-e23d9da58f76,Hotel,1641.032498,YH090703-06, ,#FFEDFF
87332bc2-7043-47d4-9d55-7272904985fb,Hotel,1641.032498,YH090703-06, ,#FFEDFF
02a3fa40-7c6c-4df4-9db3-7e2c8967a1e5,Hotel,1641.032498,YH090703-06, ,#FFEDFF
afc0bb9c-755e-42dd-a608-61117a843171,Hotel,1641.032498,YH090703-06, ,#FFEDFF
788ae9b2-cd5d-4642-8a02-4fede7197193,Hotel,1641.032498,YH090703-06, ,#FFEDFF
bf872847-636e-4541-b9d6-02145d33f25c,Landscape,46.70861,YH090703-03, ,#CFFF98
3267cfd0-2c31-437a-971e-bc7e98eb65a3,Landscape,155.257524,YH090703-03, ,#CFFF98
