Unique Data Identification,Material Classification,,Commentary,,,Boundary,,,Quantity and Units,,,,,,Carbon sequestration (e.g. for Timber),,,Embodied Carbon,,Wider EN 15804 Impacts (Beyond scope of current ICE DB),,,,,,,,,,,,,,,,,,,,,,,Non-EN 15804 Impacts,,,,,,,,Data Quality,,,,,,,,,Statistical Analysis,,,,,,,,Version Control,,Misc,,,,,,,,,,User Editable Fields,,,,,,,,,,,,,
Unique ID,Material,Sub-material,Placeholder,ICE DB Name,Comments,Boundaries,Module D,Wider lifecycle notes,Quantity of declared unit,Units of declared unit,Weight per declared unit - kg,Density of material - kg per m3,Density range - low - kg per m3,Density Range - high - kg per m3,Carbon sequestration included?,Carbon Storage Amount (Kg CO2 per unit),Carbon Storage Notes,Embodied Carbon (kg CO2e per declared unit),Embodied Carbon per kg (kg CO2e per kg),Depletion potential of the stratospheric ozone layer. ODP kg CFC 11,Acidification potential of soil and water. AP kg SO2 equiv,Eutrophication potential. EP kg (PO4)3-,Formation potential of tropospheric ozone. POCP kg Ethene,Abiotic depletion potential (ADP-elements) for non-fossil resources kg Sb equiv,"Abiotic depletion potential (ADP-fossil fuels) for fossil resources MJ. net calorific
value",PERE Use of renewable primary energy excluding renewable primary energy used as raw materials - MJ,PERM Use of renewable primary energy resources used as raw materials - MJ,"PERT Total use of renewable primary energy resources (primary energy
and primary energy resources used as raw materials)
MJ. net calorific
value",PENRE Use of non-renewable primary energy excluding non-renewable primary energy used as raw materials - MJ,PENRM Use of non-renewable primary energy resources used as raw materials - MJ,"RENRT Total use of non-renewable primary energy resources (primary energy
and primary energy resources used as raw materials)
MJ. net calorific
value",Secondary Materials - kg,Use of renewable secondary fuels - MJ NCV,Use of non-renewable secondary fuels - MJ NCV,Net fresh water (inputs minus outputs)  - kg,Hazardous waste generated - kg,Non-hazardous waste generated - kg,Radioactive waste disposed - kg,Components for reuse - kg,Materials for recycling - kg,Materials for energy recovery - kg,Exported Energy - MJ,Renewable (biomass) - MJ,Renewable (solar. wind. hydroelectric. and geothermal) - MJ,Electricity Input (MJ/Kg),Non-renewable fossil - MJ,Non-renewable nuclear - MJ,Non-renewable material resources  - kg,Renewable material resources - kg,Smog creation potential - kg O₃ eq,DQI Method (Max 5),DQI Assurance  (Max 5),DQI Temporal  (Max 5),DQI Geographic  (Max 5),DQI Transparency  (Max 5),DQI Datapoint Total (Max 25),DQI Sample Size  - Only applicable to calculated averages (Max 10),DQI Total - %  (Max 100%),Placeholder,Statistical analysis available,Sample - data points,Average Embodied Carbon - kg CO2e per kg,St dev,Min,Max,Placeholder,Placeholder,ICE DB Version,Date last updated,"Fraction Recycled, if applicable",Custom mat field 1,Custom mat field 2,Custom mat field 3,Physical Form,Placeholder,Placeholder,Placeholder,Placeholder,Placeholder,User editable column heading 1,User editable column heading 2,User editable column heading 3,User editable column heading 4,User editable column heading 5,User editable column heading 6,User editable column heading 7,User editable column heading 8,User editable column heading 9,User editable column heading 10,,,,
cf187426-4eda-4d0c-b020-fe7e4b0e2558,Concrete,"Concrete, 40/50",,Concrete RC40/50 with CEM I cement,"Assumed 420 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2400,2400, , , , , ,413.49428,0.1723, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.93,2.02,4.99,4.96,1.03,17.93,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,420 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
e684db6f-f372-4639-9e6a-3f1695ac282b,Concrete,"Concrete, PAV 1",,Concrete PAV1 with CEM I cement,"Assumed 325 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2400,2400, , , , , ,326.8349664,0.1362, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.90,2.03,4.98,4.95,1.05,17.91,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,325 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
44a9e8f1-52d4-474a-902e-987cc2ecd356,Concrete,"Concrete, PAV 2",,Concrete PAV2 with CEM I cement,"Assumed 360 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2400,2400, , , , , ,358.7678791,0.1495, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.92,2.03,4.99,4.95,1.04,17.92,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,360 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
18e5a998-4f70-4227-af74-c4043943466a,Concrete,"Concrete, GEN 0",,Concrete GEN0 with 15% PFA cement,"Assumed 157 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2370,2370, , , , , ,151.4656695,0.0639, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.77,2.07,4.96,4.87,1.11,17.78,N/A,71%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,157 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
3ee2f3fe-3753-48cd-8315-32be6f429c96,Concrete,"Concrete, GEN 1",,Concrete GEN1 with 15% PFA cement,"Assumed 355 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2370,2370, , , , , ,303.743419,0.1282, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.91,2.03,4.98,4.95,1.05,17.91,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,355 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
a1c1e337-e76b-410f-a51d-7af11be41cdc,Concrete,"Concrete, GEN 2",,Concrete GEN 2 with 15% PFA cement,"Assumed 256 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2370,2370, , , , , ,227.7896224,0.0961, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.86,2.05,4.98,4.92,1.07,17.87,N/A,71%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,256 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
ca5a2c02-24d3-4e6e-968d-95187cd57af9,Concrete,"Concrete, GEN 3",,Concrete GEN 3 with 15% PFA cement,"Assumed 277 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2370,2370, , , , , ,244.3121887,0.1031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.87,2.04,4.98,4.93,1.06,17.88,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,277 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
8d3332e8-da53-4c14-a7b1-a0d0c99eb481,Concrete,"Concrete, 20/25",,Concrete RC20/25 with 15% PFA cement,"Assumed 304 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2390,2390, , , , , ,265.314751,0.1110, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.88,2.04,4.98,4.93,1.06,17.89,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,304 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
2fdd0eff-7148-465e-8c15-4db3adac065c,Concrete,"Concrete, 25/30",,Concrete RC25/30 with 15% PFA cement,"Assumed 325 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2390,2390, , , , , ,282.0245102,0.1180, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.89,2.04,4.98,4.94,1.05,17.90,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,325 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
bbc52479-6687-4ae8-8a0b-2349c4772134,Concrete,"Concrete, 28/35",,Concrete RC28/35 with 15% PFA cement,"Assumed 350 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2390,2390, , , , , ,301.4218973,0.1261, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.90,2.03,4.98,4.94,1.05,17.90,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,350 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
474df7c9-02b9-4296-9a7b-07579a52bf0b,Concrete,"Concrete, 32/40",,Concrete RC32/40 with 15% PFA cement,"Assumed 390 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2390,2390, , , , , ,332.3990626,0.1391, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.91,2.03,4.98,4.95,1.04,17.92,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,390 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
7ff52de9-197c-41f8-9632-5daa763a06a4,Concrete,"Concrete, 35/45",,Concrete RC35/45 with 15% PFA cement,"Assumed 419 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2390,2390, , , , , ,355.0069538,0.1485, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.92,2.03,4.99,4.95,1.04,17.92,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,419 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
9a5168de-44f4-4767-bd8e-c9cbf7c30d9a,Concrete,"Concrete, 40/50",,Concrete RC40/50 with 15% PFA cement,"Assumed 452 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2390,2390, , , , , ,379.9504975,0.1590, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.93,2.02,4.99,4.96,1.04,17.93,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,452 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
bd2f5936-8a88-4a3b-ba5f-c796f3ea7a08,Concrete,"Concrete, PAV 1",,Concrete PAV1 with 15% PFA cement,"Assumed 349 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2390,2390, , , , , ,300.9284025,0.1259, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.90,2.03,4.98,4.94,1.05,17.90,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,349 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
4d90b39d-0b96-4b96-b04d-732f8c096a5f,Concrete,"Concrete, PAV 2",,Concrete PAV2 with 15% PFA cement,"Assumed 391 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2390,2390, , , , , ,332.873635,0.1393, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.91,2.03,4.98,4.95,1.04,17.92,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,391 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
faa643d9-33ea-464f-9a3c-cf11408858f1,Concrete,"Concrete, GEN 0",,Concrete GEN0 with 30% PFA cement,"Assumed 164 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2370,2370, , , , , ,134.1380234,0.0566, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.73,2.09,4.95,4.85,1.13,17.75,N/A,71%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,164 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
83a7957b-4ac7-4a82-b7c8-d82059d6c299,Concrete,"Concrete, GEN 1",,Concrete GEN1 with 30% PFA cement,"Assumed 490 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2370,2370, , , , , ,340.1827043,0.1435, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.93,2.02,4.99,4.96,1.04,17.93,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,490 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
a7a6de23-53ba-4f62-8ae1-3178d35556dd,Concrete,"Concrete, GEN 2",,Concrete GEN 2 with 30% PFA cement,"Assumed 271 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2370,2370, , , , , ,202.5427211,0.0855, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.84,2.05,4.97,4.91,1.08,17.85,N/A,71%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,271 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
d295bd1f-01c6-43ef-9883-0f130fd09a79,Concrete,"Concrete, GEN 3",,Concrete GEN 3 with 30% PFA cement,"Assumed 294 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2370,2370, , , , , ,216.9717205,0.0915, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.85,2.05,4.97,4.92,1.07,17.86,N/A,71%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,294 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
54e274fe-e810-4f2f-a477-d6d75fe2992c,Concrete,"Concrete, 20/25",,Concrete RC20/25 with 30% PFA cement,"Assumed 322 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2380,2380, , , , , ,235.3277993,0.0989, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.87,2.04,4.98,4.92,1.06,17.87,N/A,71%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,322 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
0924aae5-168c-48b5-aa14-a84d1d10a72b,Concrete,"Concrete, 25/30",,Concrete RC25/30 with 30% PFA cement,"Assumed 345 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2380,2380, , , , , ,249.9928011,0.1050, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.88,2.04,4.98,4.93,1.06,17.88,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,345 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
857ce8bb-267a-44ca-a880-8fe36fa55db2,Concrete,"Concrete, 28/35",,Concrete RC28/35 with 30% PFA cement,"Assumed 375 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2380,2380, , , , , ,269.1463401,0.1131, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.89,2.04,4.98,4.93,1.05,17.89,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,375 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
3c7ff702-aae7-400f-bfc0-ffa170f02e10,Concrete,"Concrete, 32/40",,Concrete RC32/40 with 30% PFA cement,"Assumed 420 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2380,2380, , , , , ,297.8154561,0.1251, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.90,2.03,4.98,4.94,1.05,17.91,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,420 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
420669c7-cd7c-4050-b728-bd58642d5d9c,Concrete,"Concrete, 35/45",,Concrete RC35/45 with 30% PFA cement,"Assumed 449 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2380,2380, , , , , ,315.8899735,0.1327, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.91,2.03,4.98,4.95,1.04,17.91,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,449 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
a1c621f9-5954-4d31-ad0c-5cb08c1aced0,Concrete,"Concrete, 40/50",,Concrete RC40/50 with 30% PFA cement,"Assumed 483 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2380,2380, , , , , ,337.7518744,0.1419, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.92,2.03,4.99,4.95,1.04,17.92,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,483 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
60089661-c7b4-4e24-b185-96e32d2965aa,Concrete,"Concrete, PAV 1",,Concrete PAV1 with 30% PFA cement,"Assumed 374 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2380,2380, , , , , ,268.339556,0.1127, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.89,2.04,4.98,4.93,1.05,17.89,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,374 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
b7353230-561f-4a93-924d-7fb1362fd93d,Concrete,"Concrete, PAV 2",,Concrete PAV2 with 30% PFA cement,"Assumed 421 kg total cementitious content per m3 concrete. Estimated from ICE Cement, Mortar, Concrete model with an estimate of realistic cement contents, not minimum cement contents. More cement is often added into a mixture, e.g. to cure quicker. Concrete has a wide variation of cement contents for the same strength class of concrete. This adds additional uncertainty to this data by strength class. There is no substitute for finding out the actual cement content used in a mixture (not specified min cement content - actual cement content used by the contractor). The cement content for your mixture at this strength class might be a very different value than assumed here.","Cradle to gate, A1-3",, ,1,m3,2380,2380, , , , , ,298.5905563,0.1255, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.90,2.03,4.98,4.94,1.05,17.91,N/A,72%, ,No,N/A,N/A,N/A,N/A,N/A, , ,V3.0 Beta,May-19,,421 kg cementitious content per m3 concrete.,ready-mix,,,,,,,,,,,,,,,,,,,,,
